sentence,label,wc,sscore,nega,prosing,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
i am just so tired of the doom and gloom,Yes,10,-0.711512474,30,10,8.69,15.86,3.37,1,10,0,100,70,10,10,10,0,0,0,0,0,10,10,10,20,20,0,10,10,0,0,0,0,20,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,0,10,0,0,10,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i have heard horror stories of people struggling to get any appointment time at all and even of people being turned away upon showing up for their appointments due to too much demand,Yes,33,-0.696310624,12.12121212,3.03030303,97.28,88.71,70.57,1,33,15.15,93.94,48.48,6.06,6.06,3.03,0,0,0,3.03,0,0,27.27,6.06,6.06,3.03,0,15.15,0,0,0,0,9.09,6.06,0,6.06,6.06,0,0,15.15,0,0,0,0,6.06,0,0,0,3.03,3.03,0,6.06,3.03,3.03,0,0,0,0,0,0,12.12,0,0,9.09,3.03,0,6.06,6.06,0,21.21,3.03,12.12,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
but honestly i am not grateful to be alive if this is what life is like,Yes,16,-0.6875,0,6.25,1.92,1,35.37,99,16,12.5,100,75,18.75,6.25,6.25,0,0,0,0,12.5,0,12.5,25,0,12.5,6.25,25,6.25,6.25,6.25,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,18.75,0,0,6.25,6.25,0,18.75,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am absolutely terrified of catching coronavirus,Yes,7,-0.680336051,14.28571429,14.28571429,29.3,7.67,13.15,1,7,57.14,85.71,57.14,14.29,14.29,14.29,0,0,0,0,0,0,14.29,14.29,14.29,0,0,28.57,14.29,0,0,0,0,14.29,0,14.29,14.29,0,0,0,0,0,0,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it was stressful and draining,Yes,5,-0.670820393,40,0,1,50,1,1,5,40,80,60,20,0,0,0,0,0,0,20,0,0,20,0,20,0,20,0,0,0,0,0,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i drive recklessly on purpose because i frankly feel nothing for society at this point besides maybe fury and hatred and rage and i just enjoy the thrill of breaking the law and risking my life,Yes,36,-0.658333333,16.66666667,11.11111111,62.04,13.32,58.07,1,36,25,94.44,55.56,13.89,11.11,11.11,0,0,0,0,2.78,5.56,13.89,0,5.56,13.89,2.78,2.78,0,0,0,0,0,16.67,5.56,11.11,2.78,8.33,0,2.78,0,0,0,0,19.44,2.78,5.56,2.78,2.78,5.56,0,2.78,0,0,2.78,2.78,0,2.78,0,0,8.33,0,2.78,2.78,0,2.78,0,2.78,0,11.11,2.78,8.33,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
are they going to kill more young adults ala spanish flu or am i just reading too much into it right now?,Yes,22,-0.656658206,13.63636364,4.545454545,21.87,50,96.4,1,22,9.09,90.91,50,13.64,9.09,4.55,0,0,0,4.55,4.55,0,9.09,9.09,13.64,4.55,0,18.18,9.09,4.55,0,0,9.09,4.55,0,4.55,0,4.55,0,9.09,0,0,0,0,4.55,0,0,0,4.55,0,4.55,0,0,0,0,4.55,0,4.55,0,0,0,0,0,0,0,0,0,13.64,4.55,22.73,4.55,9.09,9.09,0,0,0,0,0,4.55,0,0,0,0,0,0,4.55,0,0,0,0,4.55,0,0,0,0,0,0
i get it people are trying to take the virus seriously as they should but it is very unfortunate that this results in the internet becoming a cesspool of this shit and that this is what you end up having to be confronted with constantly during your 10 day isolation,Yes,49,-0.655357143,10.20408163,4.081632653,30.73,72.57,20.24,1,50,18,92,70,24,8,2,0,4,0,2,16,6,16,14,6,6,0,20,2,2,2,2,0,10,0,10,0,4,2,8,0,0,0,0,10,2,2,2,2,0,2,0,0,0,0,2,2,0,0,0,8,0,2,2,4,0,0,12,0,12,0,4,8,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
but sadly there is just no end in sight to social distancing,Yes,12,-0.649519053,8.333333333,0,38.6,20.24,98.01,1,12,8.33,100,58.33,0,0,0,0,0,0,0,0,0,16.67,8.33,16.67,8.33,8.33,8.33,0,0,0,0,0,8.33,0,8.33,0,0,8.33,8.33,0,0,0,0,8.33,0,0,0,0,0,8.33,8.33,8.33,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,8.33,0,25,0,16.67,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i just imagine the virus particles determinedly zooming through the cracks of my car and into my face lmao like i know that is not how it works but i have been bent into such a weird anxious mess because of this pandemic,Yes,43,-0.648157049,16.27906977,11.62790698,43.45,1.86,93.79,1,43,18.6,86.05,62.79,18.6,11.63,11.63,0,0,0,0,6.98,6.98,13.95,6.98,6.98,9.3,2.33,11.63,4.65,2.33,2.33,0,0,9.3,2.33,6.98,2.33,0,0,0,0,0,0,0,13.95,4.65,4.65,0,0,0,4.65,0,0,0,0,2.33,2.33,0,0,0,2.33,0,2.33,0,0,0,2.33,9.3,0,9.3,2.33,6.98,0,2.33,0,0,0,0,0,2.33,2.33,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the loneliness and hopelessness is crippling and i do not know what i should do,Yes,15,-0.645497224,20,13.33333333,1,1,43.37,1,15,20,93.33,73.33,20,13.33,13.33,0,0,0,0,6.67,6.67,0,26.67,0,13.33,6.67,33.33,0,0,6.67,0,0,13.33,0,13.33,0,0,13.33,0,0,0,0,0,20,6.67,0,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,26.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am however very concerned that mask wearing will be forever even after the pandemic and i would hate to live like that,Yes,23,-0.642224395,13.04347826,8.695652174,9.72,9.62,27.39,1,23,21.74,91.3,69.57,17.39,8.7,8.7,0,0,0,0,8.7,4.35,13.04,17.39,13.04,8.7,0,30.43,4.35,8.7,0,0,0,8.7,0,4.35,0,4.35,0,0,0,0,0,0,13.04,0,0,4.35,0,4.35,4.35,0,0,0,0,8.7,4.35,4.35,0,0,0,0,0,0,0,0,0,17.39,4.35,8.7,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am an extrovert and this has been the most depressing and isolating year of my life and i so desperately want to get back to normal but i am also afraid that it is already normal for everyone else but me,Yes,42,-0.615284608,7.142857143,11.9047619,4.15,4.8,68.01,1,42,14.29,97.62,69.05,21.43,11.9,11.9,0,0,0,0,9.52,4.76,9.52,11.9,9.52,16.67,0,16.67,9.52,2.38,0,0,2.38,9.52,0,9.52,4.76,0,4.76,2.38,0,0,0,0,14.29,0,0,2.38,2.38,2.38,7.14,0,0,0,0,2.38,0,2.38,0,0,2.38,0,0,0,2.38,0,4.76,14.29,0,7.14,0,2.38,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feel utterly lost and my heart is breaking,Yes,8,-0.618718434,37.5,12.5,11.86,10.58,74.76,1,8,25,75,37.5,12.5,12.5,12.5,0,0,0,0,0,0,0,12.5,0,12.5,0,37.5,0,0,0,0,0,12.5,0,12.5,0,0,12.5,0,0,0,0,0,12.5,12.5,0,0,0,0,0,12.5,0,0,12.5,12.5,12.5,0,0,0,12.5,0,12.5,0,0,0,12.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i started having terrible anxiety started overthinking everything,Yes,8,-0.618718434,25,12.5,11.86,50,99,1,8,75,87.5,37.5,25,12.5,12.5,0,0,0,0,12.5,0,0,12.5,0,0,0,37.5,12.5,0,0,0,0,25,0,25,12.5,0,0,12.5,0,0,0,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it started out with a depressive episode which lasted for about a month where i just felt lonely and hopeless,Yes,20,-0.614918694,15,5,87.27,30.86,99,1,20,20,95,60,15,5,5,0,0,0,0,10,10,20,0,15,5,0,10,0,0,10,0,0,15,0,15,0,0,15,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,5,0,0,0,0,0,5,0,0,5,0,0,10,0,0,25,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i can not wait i cant go to work knowing my life is on the line any slight slip up is a condemnation to be i will and i have no safety net,Yes,33,-0.504825202,9.090909091,15.15151515,32.58,1,99,25.77,33,6.06,93.94,63.64,15.15,15.15,15.15,0,0,0,0,0,6.06,12.12,18.18,0,3.03,9.09,24.24,3.03,0,0,0,3.03,6.06,3.03,3.03,0,0,0,0,0,0,0,0,12.12,3.03,0,0,3.03,0,6.06,0,0,0,0,3.03,0,3.03,0,0,12.12,0,3.03,6.06,0,3.03,0,27.27,3.03,15.15,6.06,6.06,3.03,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
just getting a saline i have can leave me a sobbing mess,Yes,12,-0.577350269,25,16.66666667,38.6,4.8,74.76,1,12,16.67,91.67,58.33,16.67,16.67,16.67,0,0,0,0,0,16.67,0,16.67,8.33,0,0,33.33,0,0,0,0,0,16.67,0,16.67,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,8.33,0,0,25,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
this bothered me really badly and i even went so far as to take a knife and scrape off some of the skin on my arm he sneezed on,Yes,29,-0.538516481,13.79310345,10.34482759,69.54,15.04,86.38,1,29,6.9,93.1,62.07,17.24,13.79,10.34,0,0,3.45,0,3.45,6.9,20.69,0,10.34,13.79,0,6.9,6.9,3.45,0,0,3.45,6.9,0,6.9,0,3.45,0,3.45,0,0,0,3.45,6.9,0,0,0,3.45,0,3.45,3.45,0,0,3.45,10.34,6.9,3.45,0,0,3.45,0,0,0,3.45,0,3.45,3.45,0,17.24,3.45,13.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
also in hindsight i feel like a fool now for buying all of these emergency stockpile of food though not toilet paper since of that infamous fiasco from last year thinking that the virus could spread easily via fomites and surfaces,Yes,41,-0.49194735,14.63414634,2.43902439,90.68,23.22,83.44,25.77,41,17.07,80.49,51.22,9.76,2.44,2.44,0,0,0,0,7.32,4.88,21.95,2.44,7.32,7.32,2.44,7.32,0,2.44,0,0,2.44,4.88,2.44,2.44,0,0,0,2.44,0,0,0,0,17.07,4.88,2.44,2.44,0,2.44,4.88,2.44,0,0,2.44,2.44,0,0,0,2.44,2.44,0,0,2.44,0,0,0,4.88,0,17.07,0,7.32,9.76,2.44,0,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it is wretched i hate every second of it,Yes,9,-0.416666667,22.22222222,11.11111111,18.82,13.32,4.97,1,9,11.11,88.89,55.56,33.33,11.11,11.11,0,0,0,0,22.22,0,11.11,11.11,0,0,0,22.22,0,0,0,11.11,11.11,11.11,0,11.11,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am so anxious i am literally paranoid now,Yes,9,-0.416666667,22.22222222,22.22222222,1,1.38,98.01,1,9,33.33,88.89,66.67,22.22,22.22,22.22,0,0,0,0,0,0,0,22.22,22.22,11.11,0,22.22,11.11,0,0,0,0,22.22,0,22.22,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i hate it so fucking much,Yes,6,-0.416413256,33.33333333,16.66666667,1,1,23.51,1,6,16.67,100,50,33.33,16.67,16.67,0,0,0,0,16.67,0,0,0,16.67,16.67,0,16.67,16.67,0,0,0,16.67,33.33,0,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
my mind has become prone to conspiratory thinking due to this out of fear and desperation and i fear what if these things are true?,Yes,25,-0.4,12,8,21.49,11.52,69.14,1,25,12,88,64,24,8,8,0,0,0,0,16,0,16,12,0,12,0,16,4,0,4,0,0,16,4,12,12,0,0,0,0,0,0,0,16,8,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0
since covid began i have been scared to death of it,Yes,11,-0.376889181,18.18181818,9.090909091,80.14,18.16,85.21,1,11,0,90.91,63.64,18.18,9.09,9.09,0,0,0,0,9.09,0,27.27,18.18,0,0,0,27.27,9.09,0,0,0,0,9.09,0,9.09,9.09,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,0,18.18,0,0,18.18,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i barely have any will left to go forward my finances are a mess because of how bad our economy is with social distancing i am not good at making friends online and do not do well with online hangouts,Yes,40,-0.387379013,5,7.5,20.47,30.86,74.76,25.77,40,17.5,95,60,10,10,7.5,2.5,0,0,0,0,2.5,12.5,17.5,7.5,7.5,5,25,0,0,2.5,0,2.5,10,5,5,0,0,0,10,0,2.5,0,0,17.5,0,7.5,0,5,0,5,0,0,0,0,0,0,0,0,0,15,10,0,0,2.5,2.5,2.5,17.5,2.5,12.5,5,10,2.5,5,2.5,0,5,0,0,2.5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
i wish people would understand just because covid will not go away that does not mean it is always going to be an apocalypse all the time,Yes,27,-0.384900179,7.407407407,3.703703704,26.77,6.93,92.47,25.77,27,11.11,92.59,59.26,11.11,3.7,3.7,0,0,0,0,7.41,7.41,7.41,18.52,3.7,3.7,7.41,37.04,3.7,0,0,0,3.7,0,0,0,0,0,0,3.7,0,0,0,0,33.33,7.41,3.7,7.41,0,7.41,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,11.11,18.52,7.41,3.7,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not to mention my passion has been completely killed by how bad it is been i feel like i paid thousands to watch 240p youtube videos literally youtube videos and all my classmates get angry with me for not being content with it when none of them got to go to university during a normal time and do not realize that this is not a good way to learn,Yes,69,-0.379215437,4.347826087,7.246376812,47.75,5.56,72.78,8.47,69,15.94,95.65,59.42,14.49,8.7,7.25,0,0,0,1.45,5.8,2.9,17.39,10.14,4.35,5.8,7.25,20.29,2.9,1.45,2.9,1.45,2.9,7.25,2.9,4.35,0,2.9,0,4.35,0,1.45,0,0,14.49,4.35,1.45,0,0,2.9,5.8,5.8,4.35,0,1.45,1.45,0,0,1.45,0,5.8,0,0,0,4.35,1.45,5.8,14.49,0,7.25,1.45,1.45,4.35,4.35,5.8,0,1.45,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
everything feels pointless and like it will not get better and like i do not matter,Yes,16,-0.3875,6.25,6.25,5.18,1,74.76,99,16,12.5,93.75,68.75,18.75,6.25,6.25,0,0,0,0,12.5,0,12.5,12.5,0,12.5,12.5,25,12.5,18.75,0,0,0,6.25,6.25,0,0,0,0,6.25,0,0,0,0,25,6.25,0,0,0,6.25,12.5,6.25,0,0,6.25,0,0,0,0,0,12.5,0,6.25,0,12.5,0,0,18.75,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
everyday i have just been stressed anxious depressed sometimes feeling those things all at once!,Yes,15,-0.387298335,13.33333333,6.666666667,8.69,25.24,99,1,15,40,100,53.33,26.67,6.67,6.67,0,0,0,0,20,0,6.67,13.33,6.67,0,0,20,6.67,0,0,6.67,6.67,20,0,20,13.33,0,6.67,0,0,0,0,0,26.67,6.67,0,0,6.67,13.33,0,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,26.67,0,6.67,20,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,6.67,0,0,0,0,0
now that i am here there is no hope for vaccination in any foreseeable future and people have just given up and so i do not see my friends much either because so many of them are wildly careless about avoiding the virus,Yes,43,-0.381246426,6.976744186,6.976744186,6.78,17.61,34.47,3.52,43,13.95,93.02,62.79,11.63,9.3,6.98,0,0,0,2.33,2.33,2.33,11.63,11.63,16.28,11.63,4.65,18.6,2.33,2.33,0,0,9.3,6.98,2.33,4.65,2.33,0,0,6.98,0,2.33,0,0,11.63,0,2.33,2.33,4.65,0,4.65,2.33,2.33,0,0,0,0,0,0,0,6.98,2.33,0,2.33,0,2.33,2.33,18.6,6.98,9.3,0,4.65,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
or are we doomed to this forever?,Yes,7,-0.377964473,14.28571429,0,5.89,92.33,89.63,1,7,14.29,100,71.43,28.57,14.29,0,14.29,0,0,0,14.29,0,14.29,14.29,0,14.29,0,14.29,0,0,0,0,0,14.29,0,14.29,0,0,14.29,14.29,0,0,0,0,28.57,0,0,0,14.29,14.29,14.29,0,0,0,0,0,0,0,0,0,28.57,14.29,0,0,0,14.29,0,14.29,0,14.29,0,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0
i have no clue what to do i have fallen into hell,Yes,12,-0.375277675,16.66666667,16.66666667,6.95,1,99,1,12,0,100,75,25,16.67,16.67,0,0,0,0,8.33,0,16.67,25,0,0,8.33,25,0,0,8.33,0,0,8.33,0,8.33,0,8.33,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,25,0,16.67,8.33,8.33,0,0,0,0,0,8.33,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i worry everyday during a certain evening gloomy time about all this wondering if getting vaccinated would help me or not that is literally the last one hope i have,Yes,30,-0.374277081,6.666666667,10,25.89,2.31,93.3,25.77,30,23.33,93.33,53.33,20,10,10,0,0,0,0,10,6.67,6.67,10,3.33,6.67,3.33,23.33,0,0,0,3.33,3.33,13.33,6.67,6.67,3.33,0,3.33,3.33,0,0,0,0,30,3.33,0,10,13.33,10,10,3.33,3.33,0,0,0,0,0,0,0,6.67,3.33,0,3.33,3.33,0,0,13.33,3.33,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
due to the fact that i have not found any additional work yet and my stepdad being retired i feel stuck and trapped at home,Yes,25,-0.37,8,12,30.73,5.5,99,25.77,25,16,96,52,16,12,12,0,0,0,0,4,4,8,8,4,8,4,20,4,0,0,0,4,0,0,0,0,0,0,4,4,0,0,4,20,8,0,0,4,4,4,4,0,0,4,0,0,0,0,0,4,0,4,0,0,0,8,12,0,16,0,8,8,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
but 2021 is just even worse mostly because nothing is fun anymore everything i do just seems like a waste of time,Yes,21,-0.36824269,9.523809524,4.761904762,4.01,18.16,61.34,25.77,22,18.18,90.91,72.73,13.64,4.55,4.55,0,0,0,0,9.09,4.55,9.09,13.64,18.18,9.09,4.55,18.18,9.09,9.09,0,4.55,0,9.09,4.55,4.55,0,0,0,4.55,0,0,0,0,27.27,4.55,4.55,0,9.09,9.09,4.55,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,4.55,0,22.73,0,9.09,0,0,9.09,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so we are all going on a trip in a month and a half but i do not feel safe still,Yes,21,-0.36824269,0,4.761904762,41.91,17.04,99,95.81,21,0,100,66.67,9.52,9.52,4.76,4.76,0,0,0,0,14.29,9.52,9.52,9.52,14.29,4.76,19.05,4.76,0,0,4.76,4.76,4.76,4.76,0,0,0,0,4.76,0,0,0,0,19.05,4.76,0,0,0,4.76,9.52,4.76,0,0,4.76,0,0,0,0,0,9.52,4.76,0,0,0,4.76,0,14.29,4.76,28.57,9.52,9.52,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the thought of being away from home for that long really freaked me out but also i was scared of the safety risk of sitting around other people for that long even inside my car,Yes,35,-0.364261484,8.571428571,8.571428571,86.18,4.35,99,1,35,8.57,100,68.57,17.14,8.57,8.57,0,0,0,0,8.57,5.71,28.57,5.71,11.43,5.71,0,11.43,2.86,0,0,0,0,11.43,2.86,8.57,5.71,0,0,2.86,0,0,0,0,11.43,2.86,0,0,0,0,8.57,0,0,0,0,0,0,0,0,0,5.71,0,0,0,0,5.71,2.86,0,0,22.86,2.86,20,0,0,0,2.86,0,0,0,2.86,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i can not get a covid test for personal reasons and i am freaking the fuck out about this,Yes,19,-0.344123601,10.52631579,10.52631579,64.39,1,81.22,1,19,15.79,94.74,63.16,15.79,10.53,10.53,0,0,0,0,5.26,10.53,15.79,10.53,5.26,5.26,5.26,15.79,5.26,0,0,0,0,15.79,0,10.53,0,5.26,0,5.26,0,0,0,0,10.53,5.26,5.26,0,0,0,5.26,0,0,0,0,5.26,0,0,5.26,0,5.26,0,0,0,5.26,0,0,21.05,0,5.26,0,5.26,0,5.26,0,0,0,0,0,10.53,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mandatory mask wearing was not a thing just yet so i felt very susceptible to getting it,Yes,17,-0.363803438,11.76470588,5.882352941,3.12,3.89,66.34,25.77,17,23.53,82.35,64.71,17.65,5.88,5.88,0,0,0,0,11.76,5.88,5.88,5.88,23.53,5.88,5.88,23.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,5.88,0,0,0,0,5.88,5.88,0,0,5.88,5.88,5.88,0,0,0,5.88,0,0,0,5.88,0,11.76,0,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so 2020 just feels like an extended stream of extremely deep loss both mine and the collectives,Yes,16,-0.3625,6.25,6.25,74.42,27.83,66.34,1,17,17.65,76.47,52.94,5.88,5.88,5.88,0,0,0,0,0,11.76,11.76,0,17.65,11.76,0,5.88,5.88,5.88,0,5.88,5.88,5.88,0,5.88,0,0,5.88,0,0,0,0,0,11.76,5.88,0,0,0,5.88,0,5.88,0,0,5.88,0,0,0,0,0,5.88,0,5.88,0,0,5.88,0,5.88,0,11.76,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
despite all of this they want to drag this nightmare on forever,Yes,12,-0.360843918,16.66666667,0,98.14,50,23.51,1,12,25,91.67,58.33,25,8.33,0,0,0,0,8.33,16.67,0,33.33,0,0,0,0,8.33,0,0,0,0,8.33,8.33,0,8.33,0,0,0,8.33,0,0,0,0,33.33,0,0,8.33,0,16.67,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,16.67,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i feel numb a lot and disconnected from my life and body,Yes,12,-0.360843918,16.66666667,16.66666667,62.04,4.8,74.76,25.77,12,8.33,83.33,50,16.67,16.67,16.67,0,0,0,0,0,8.33,8.33,0,0,16.67,0,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,16.67,8.33,0,0,8.33,0,0,8.33,0,0,8.33,16.67,8.33,8.33,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i seriously will kill myself if we can not get our old normal back,Yes,14,-0.360802677,7.142857143,14.28571429,1,23.75,99,1,14,7.14,100,71.43,28.57,28.57,14.29,14.29,0,0,0,0,0,0,14.29,14.29,7.14,7.14,14.29,7.14,0,0,0,0,14.29,0,14.29,0,7.14,0,14.29,0,0,0,0,14.29,0,0,7.14,7.14,0,14.29,0,0,0,0,0,0,0,0,0,21.43,14.29,0,0,7.14,0,0,14.29,7.14,14.29,0,7.14,14.29,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i already attend 23 in personal classes a week so i am anxious about more exposure,Yes,15,-0.348568501,6.666666667,13.33333333,38.6,26.6,99,1,16,31.25,87.5,50,12.5,12.5,12.5,0,0,0,0,0,6.25,12.5,6.25,18.75,6.25,0,6.25,18.75,6.25,0,6.25,6.25,12.5,0,6.25,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,12.5,0,25,6.25,6.25,12.5,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i do not want to live like this forever and i need some sort of answer on when this might end it is like they are trying to keep us in this as long as they can with no end in sight and no plan to end this there is no hope on the horizon just fear and doom,Yes,59,-0.358019505,3.389830508,3.389830508,37.46,30.55,34.72,6.73,59,3.39,98.31,67.8,16.95,8.47,3.39,1.69,0,0,3.39,8.47,1.69,22.03,10.17,5.08,10.17,6.78,18.64,3.39,6.78,1.69,0,1.69,5.08,1.69,3.39,1.69,0,1.69,5.08,0,0,0,0,16.95,1.69,0,5.08,8.47,1.69,1.69,1.69,1.69,0,0,1.69,0,1.69,0,0,6.78,1.69,3.39,0,0,1.69,0,16.95,5.08,16.95,0,8.47,8.47,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
